fecha,temperatura,presion,humedad,altura,alta_temperatura,nivel_temperatura
60850.0,26.13,787.6644,23.83887,2074.412,1,3
60972.0,26.17,787.6344,23.76855,2074.719,1,3
61094.0,26.21,787.5167,23.82227,2075.921,1,3
61226.0,26.26,787.6145,23.79883,2074.922,1,3
61348.0,26.31,787.5909,23.76367,2075.163,1,3
61471.0,26.36,787.4926,23.72168,2076.167,1,3
61592.0,26.4,787.5377,23.74219,2075.704,1,3
61714.0,26.46,787.5126,23.75293,2075.961,1,3
61836.0,26.5,787.3741,23.71973,2077.377,1,3
61958.0,26.53,787.331,23.72852,2077.815,1,3
62080.0,26.6,787.3396,23.5791,2077.728,1,3
62202.0,26.66,787.3767,23.71289,2077.35,1,3
62324.0,26.7,787.3467,23.68262,2077.657,1,3
62446.0,26.75,787.363,23.71973,2077.49,1,3
62568.0,26.79,787.4354,23.69824,2076.751,1,3
62692.0,26.83,787.3511,23.67773,2077.612,1,3
62814.0,26.88,787.4217,23.67773,2076.891,1,3
62937.0,26.94,787.3772,23.65527,2077.345,1,3
63058.0,26.97,787.3135,23.63477,2077.995,1,3
63180.0,27.01,787.2837,23.65723,2078.299,1,4
63302.0,27.07,787.3335,23.65332,2077.792,1,4
63424.0,27.11,787.1947,23.68457,2079.208,1,4
63547.0,27.15,787.1375,23.62891,2079.792,1,4
63669.0,27.19,787.2368,23.65039,2078.777,1,4
63791.0,27.22,787.2816,23.61914,2078.32,1,4
63913.0,27.28,787.21,23.58887,2079.052,1,4
64035.0,27.32,787.207,23.59277,2079.084,1,4
64158.0,27.36,787.1225,23.57422,2079.945,1,4
64280.0,27.39,787.2697,23.57813,2078.442,1,4
64402.0,27.43,787.2667,23.5752,2078.473,1,4
64525.0,27.47,787.2093,23.56934,2079.06,1,4
64646.0,27.51,787.1042,23.55273,2080.133,1,4
64768.0,27.54,787.0004,23.5166,2081.192,1,4
64890.0,27.57,787.0117,23.48828,2081.079,1,4
65012.0,27.61,787.0632,23.56934,2080.55,1,4
65134.0,27.66,787.0122,23.41406,2081.073,1,4
65256.0,27.71,786.9948,23.4873,2081.25,1,4
65378.0,27.73,786.9453,23.46973,2081.758,1,4
65500.0,27.77,786.8878,23.45215,2082.344,1,4
65622.0,27.81,786.9935,23.47559,2081.264,1,4
65744.0,27.85,787.0176,23.52539,2081.018,1,4
65867.0,27.89,786.9201,23.50684,2082.014,1,4
65988.0,27.93,787.005,23.48535,2081.147,1,4
66110.0,27.96,786.9554,23.48926,2081.652,1,4
66232.0,27.99,787.0212,23.44629,2080.981,1,4
66354.0,28.0,787.0948,23.47656,2080.228,1,4
66476.0,28.05,787.0165,23.45215,2081.029,1,4
66598.0,28.08,787.007,23.45605,2081.126,1,4
66721.0,28.11,787.0935,23.43359,2080.241,1,4
66844.0,28.14,786.9415,23.40918,2081.795,1,4
66966.0,28.17,787.0344,23.41699,2080.846,1,4
67087.0,28.17,787.0071,23.34766,2081.126,1,4
67209.0,28.16,786.9943,23.47168,2081.256,1,4
67334.0,28.17,787.0408,23.40137,2080.78,1,4
67457.0,28.19,786.9239,23.37988,2081.974,1,4
67583.0,28.2,786.9911,23.38184,2081.287,1,4
67705.0,28.18,786.9656,23.37793,2081.549,1,4
67827.0,28.2,786.9303,23.43848,2081.908,1,4
67949.0,28.22,786.9015,23.28809,2082.204,1,4
68071.0,28.21,786.8406,23.35059,2082.825,1,4
68193.0,28.21,786.8951,23.37207,2082.268,1,4
68315.0,28.21,786.9496,23.37891,2081.713,1,4
68437.0,28.23,786.8599,23.40137,2082.627,1,4
68559.0,28.22,786.8535,23.38379,2082.693,1,4
68682.0,28.23,786.8394,23.34277,2082.838,1,4
68803.0,28.23,786.8054,23.38281,2083.185,1,4
68925.0,28.23,786.8394,23.36133,2082.838,1,4
69047.0,28.23,786.9483,23.36719,2081.726,1,4
69169.0,28.22,787.017,23.36328,2081.023,1,4
69291.0,28.22,786.9288,23.34766,2081.924,1,4
69413.0,28.18,786.8359,23.34766,2082.873,1,4
69535.0,28.16,786.7765,23.32813,2083.48,1,4
69657.0,28.17,786.959,23.29199,2081.615,1,4
69779.0,28.18,786.8566,23.33496,2082.661,1,4
69901.0,28.19,786.9239,23.3291,2081.974,1,4
70023.0,28.2,786.9367,23.29785,2081.845,1,4
70145.0,28.2,786.8758,23.29883,2082.466,1,4
70267.0,28.19,786.8694,23.29395,2082.532,1,4
70389.0,28.18,786.8293,23.35059,2082.941,1,4
70512.0,28.18,786.775,23.29883,2083.496,1,4
70634.0,28.16,786.8309,23.29785,2082.926,1,4
70756.0,28.15,786.8245,23.27148,2082.989,1,4
70878.0,28.15,786.9815,23.26953,2081.385,1,4
71001.0,28.15,786.8181,23.25684,2083.055,1,4
71123.0,28.14,786.8117,23.24121,2083.121,1,4
71245.0,28.14,786.7782,23.14063,2083.462,1,4
71367.0,28.13,786.8469,23.24023,2082.762,1,4
71489.0,28.12,786.8405,23.2373,2082.828,1,4
71611.0,28.11,786.8485,23.31445,2082.746,1,4
71733.0,28.13,786.8469,23.32129,2082.762,1,4
71855.0,28.14,786.9143,23.38184,2082.072,1,4
71977.0,28.17,786.8166,23.3916,2083.071,1,4
72099.0,28.17,786.871,23.43848,2082.513,1,4
72221.0,28.21,786.9432,23.47754,2081.779,1,4
72343.0,28.18,786.8839,23.4043,2082.384,1,4
72465.0,28.15,786.9543,23.32129,2081.665,1,4
72587.0,28.12,786.943,23.35645,2081.779,1,4
72709.0,28.09,786.9926,23.33691,2081.274,1,4
72831.0,28.07,786.9941,23.3457,2081.258,1,4
72953.0,28.05,786.8532,23.30859,2082.696,1,4
73075.0,28.02,786.8965,23.28809,2082.255,1,4
73197.0,28.0,786.925,23.23145,2081.964,1,4
73319.0,27.99,786.9668,23.31543,2081.536,1,4
73441.0,27.95,786.8946,23.2373,2082.273,1,4
73563.0,27.92,786.965,23.23145,2081.554,1,4
73685.0,27.88,786.9952,23.20313,2081.245,1,4
73807.0,27.84,787.0864,23.26172,2080.315,1,4
73929.0,27.8,787.0895,23.1748,2080.283,1,4
74051.0,27.77,787.0446,23.23145,2080.74,1,4
74173.0,27.72,787.0956,23.16113,2080.22,1,4
74295.0,27.68,786.9899,23.1377,2081.301,1,4
74417.0,27.65,787.0058,23.22949,2081.139,1,4
74539.0,27.61,787.0361,23.14941,2080.828,1,4
74661.0,27.58,787.0245,23.1416,2080.947,1,4
74783.0,27.55,786.986,23.13574,2081.34,1,4
74905.0,27.51,787.077,23.12109,2080.41,1,4
75027.0,27.47,787.0798,23.12695,2080.381,1,4
75149.0,27.46,787.0398,23.11621,2080.791,1,4
75271.0,27.41,787.0028,23.12402,2081.168,1,4
75393.0,27.39,786.9979,23.10547,2081.219,1,4
75515.0,27.36,787.0681,23.11621,2080.503,1,4
75637.0,27.34,787.0425,23.125,2080.764,1,4
75759.0,27.33,787.084,23.13477,2080.339,1,4
75881.0,27.3,787.127,23.13281,2079.9,1,4
76003.0,27.28,787.1348,23.12988,2079.821,1,4
76125.0,27.27,787.17,22.9873,2079.462,1,4
76247.0,27.23,787.1859,23.04199,2079.301,1,4
76369.0,27.2,787.256,23.12012,2078.582,1,4
76491.0,27.2,787.2289,23.13672,2078.859,1,4
76613.0,27.19,787.2368,23.07715,2078.777,1,4
76735.0,27.17,787.2989,23.15137,2078.143,1,4
76857.0,27.16,787.2047,23.1416,2079.105,1,4
76979.0,27.15,787.219,23.1582,2078.96,1,4
77101.0,27.12,787.262,23.14551,2078.521,1,4
77223.0,27.13,787.377,23.15137,2077.345,1,4
77345.0,27.12,787.3706,23.13379,2077.411,1,4
77467.0,27.12,787.3642,23.15332,2077.477,1,4
77589.0,27.09,787.3799,23.13867,2077.316,1,4
77711.0,27.09,787.3322,23.09277,2077.805,1,4
77833.0,27.06,787.4294,23.125,2076.812,1,4
77955.0,27.05,787.3558,23.22363,2077.564,1,4
78077.0,27.05,787.3622,23.14063,2077.499,1,4
78199.0,27.04,787.4038,23.13281,2077.073,1,4
78321.0,27.04,787.3766,23.12793,2077.35,1,4
78443.0,27.03,787.3909,23.13477,2077.205,1,4
78565.0,27.02,787.4324,23.14063,2076.78,1,4
78687.0,27.01,787.4738,23.12695,2076.36,1,4
78809.0,27.01,787.4738,23.06641,2076.36,1,4
78931.0,27.0,787.4611,23.12305,2076.489,1,3
79053.0,26.99,787.4755,23.13574,2076.341,1,3
79175.0,26.98,787.4833,23.12109,2076.262,1,3
79297.0,26.98,787.5105,23.13086,2075.984,1,3
79419.0,26.98,787.5648,23.14648,2075.429,1,3
79541.0,26.97,787.5789,23.12402,2075.284,1,3
79663.0,26.95,787.5867,23.11621,2075.205,1,3
79786.0,26.96,787.5931,23.12988,2075.139,1,3
79908.0,26.95,787.5259,23.13477,2075.826,1,3
80029.0,26.96,787.5659,23.11816,2075.416,1,3
80151.0,26.95,787.6346,23.13379,2074.716,1,3
80273.0,26.93,787.6968,23.13867,2074.082,1,3
80395.0,26.93,787.6425,23.12598,2074.637,1,3
80517.0,26.9,787.6375,23.1416,2074.687,1,3
80639.0,26.91,787.6711,23.11133,2074.344,1,3
80761.0,26.9,787.6918,23.12109,2074.132,1,3
80883.0,26.9,787.604,23.13379,2075.028,1,3
81005.0,26.89,787.591,23.12793,2075.163,1,3
81127.0,26.89,787.6454,23.16309,2074.608,1,3
81249.0,26.88,787.639,23.12207,2074.671,1,3
81372.0,26.87,787.6805,23.1123,2074.249,1,3
81493.0,26.86,787.7155,23.12988,2073.892,1,3
81615.0,26.85,787.7841,23.11914,2073.191,1,3
81737.0,26.85,787.7905,23.12402,2073.125,1,3
81859.0,26.85,787.7841,23.12988,2073.191,1,3
81981.0,26.85,787.8177,23.28027,2072.848,1,3
82103.0,26.84,787.9071,23.125,2071.934,1,3
82225.0,26.83,787.8736,23.09375,2072.277,1,3
82347.0,26.82,787.9085,23.08203,2071.921,1,3
82469.0,26.82,787.9357,23.09082,2071.643,1,3
82592.0,26.81,788.0042,23.12109,2070.943,1,3
82713.0,26.81,787.95,23.12305,2071.498,1,3
82835.0,26.8,788.0457,23.11621,2070.52,1,3
82957.0,26.79,788.0329,23.10449,2070.65,1,3
83079.0,26.79,788.0871,23.2041,2070.097,1,3
83201.0,26.79,788.0871,23.12891,2070.097,1,3
83323.0,26.78,788.1351,23.12402,2069.609,1,3
83445.0,26.78,788.1558,23.12207,2069.397,1,3
83567.0,26.77,788.1701,23.12012,2069.252,1,3
83689.0,26.76,788.2115,23.09863,2068.829,1,3
83811.0,26.76,788.2659,23.12988,2068.274,1,3
83933.0,26.74,788.2735,23.13965,2068.198,1,3
84055.0,26.73,788.2813,23.13184,2068.118,1,3
84177.0,26.73,788.2878,23.13281,2068.05,1,3
84299.0,26.73,788.39,23.12695,2067.009,1,3
84422.0,26.73,788.39,23.13965,2067.009,1,3
84543.0,26.71,788.3914,23.11816,2066.993,1,3
84665.0,26.71,788.4729,23.12109,2066.163,1,3
84787.0,26.7,788.4872,23.1123,2066.015,1,3
84909.0,26.68,788.4886,23.12891,2066.002,1,3
85031.0,26.67,788.53,23.1123,2065.579,1,3
85153.0,26.66,788.5171,23.11621,2065.711,1,3
85275.0,26.64,788.4706,23.06836,2066.184,1,3
85397.0,26.63,788.5871,23.10059,2064.998,1,3
85519.0,26.62,788.4928,23.10352,2065.96,1,3
85642.0,26.6,788.5006,23.04395,2065.88,1,3
85763.0,26.59,788.5485,23.08301,2065.392,1,3
85885.0,26.59,788.6235,23.09961,2064.625,1,3
86007.0,26.58,788.6169,23.08496,2064.694,1,3
86129.0,26.57,788.5771,23.09473,2065.101,1,3
86251.0,26.57,788.6313,23.08887,2064.546,1,3
86373.0,26.55,788.6599,23.09277,2064.255,1,3
